language_id,name,glottocode,clade,glottolog_path,n_forms
abvdoceanic-Lehali_1168,Lehali,leha1243,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262/leha1243,165
abvdoceanic-VenenTautLeviamp_1169,V'ënen Taut (Leviamp),bign1238,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261/bign1238,160
abvdoceanic-Nume_1172,Nume,nume1241,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/torr1262/nume1241,160
abvdoceanic-SharkBay_1174,Shark Bay,shar1244,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/nort3205/espi1234/nucl1793/shar1251/shar1244,155
abvdoceanic-Ulithian_1180,Ulithian,ulit1238,oceanic,aust1307/mala1545/east2712/ocea1241/micr1243/cent2276/west2844/pona1247/truk1243/west2855/ulit1238,133
abvdoceanic-Bola_1202,Bola,bola1250,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/will1243/bola1253/bola1250,193
abvdoceanic-Bulu_1203,Bulu,bulu1253,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/will1243/bola1253/bulu1253,161
abvdoceanic-Meramera_1205,Meramera,mera1242,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/will1243/naka1266/mera1242,154
abvdoceanic-Nukeria_1212,Nukeria,nuku1259,oceanic,aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/cent2299/taku1258/nuku1259,258
abvdoceanic-NindeLawa_1217,Ninde (Lawa),labo1244,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nind1243/labo1244,170
abvdoceanic-NatiWindua_1229,Na:ti (Windua),nati1244,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nind1243/nati1244,192
abvdoceanic-NombotkoteUsusMelkin_1230,Nombotkote (Usus - Melkin),lete1241,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/lete1241,196
abvdoceanic-NasarianWileventu_1237,Nasarian (Wileven tu),nasa1240,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/nasa1240,159
abvdoceanic-AngavaeDixonReef_1238,Angavae (Dixon Reef),dixo1238,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/dixo1238,173
abvdoceanic-NeververLingarakSakan_1244,Neverver (Lingarak - Sakan),ling1265,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/cent2316/ling1265,176
abvdoceanic-PangkumuDatisman_1246,Pangkumu (Datisman),rere1240,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/unua1238/rere1240,166
abvdoceanic-UnuaNoferai_1247,Unua (Noferai),unua1237,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/unua1238/unua1237,174
abvdoceanic-TesmbolUsus_1251,Tesmbol (Usus),aulu1238,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/aulu1238,183
abvdoceanic-NititaKhatbol_1254,Nitita (Khatbol),niti1249,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/uncl1500/niti1250/niti1249,169
abvdoceanic-VaoTorono_1285,Vao (Torono),vaoo1237,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/nort3230/boto1250/vaoo1237,158
abvdoceanic-SivitiBeterbuJericho_1286,"Siviti (Beterbu, Jericho)",malu1245,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/malu1245,162
abvdoceanic-AuluaNetimb_1288,Aulua (Netimb),aulu1238,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/aulu1238,170
abvdoceanic-BurmbarFartavo_1292,Burmbar (Fartavo),burm1263,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/burm1263,167
abvdoceanic-NisvaiBlacksands_1293,Nisvai (Blacksands),nisv1234,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/nasv1235/nisv1234,162
abvdoceanic-atarxobuGunwar_1309,ßatarxobu (Gunwar),malu1245,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/malu1245,160
abvdoceanic-Najit_1313,Najit,malu1245,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/malu1245,156
abvdoceanic-AlavasWowoWowo1_1314,Alavas-Wowo (Wowo 1),mpot1241,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/nort3230/boto1250/mpot1241,164
abvdoceanic-MbwenelangXoli_1316,Mbwenelang (Xoli),bwen1239,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/bwen1239,166
abvdoceanic-MaluaBayMarasup_1318,Malua Bay (Marasup),malu1245,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/nort3223/malu1245,165
abvdoceanic-TiraxMaeB_1319,Tirax (Mae B),maee1241,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/nort3261/maee1241,171
abvdoceanic-PortSandwichLamap1_1321,Port Sandwich (Lamap 1),port1285,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/port1295/port1285,160
abvdoceanic-MangapMbula_1330,Mangap-Mbula,mbul1263,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/mbul1263,191
abvdoceanic-Tami_1333,Tami,tami1290,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/tami1290,186
abvdoceanic-MumengPatepdialect_1334,Mumeng (Patep dialect),pate1247,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239/zena1251/pate1247,161
abvdoceanic-Mangseng_1335,Mangseng,mang1403,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/bebe1254/mang1403,187
abvdoceanic-Bariai_1336,Bariai,bari1286,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/east2772/bari1286,197
abvdoceanic-Label_1340,Label,labe1239,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/labe1241/labe1239,155
abvdoceanic-Ramoaaina_1341,Ramoaaina,ramo1244,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/kand1307/ramo1244,188
abvdoceanic-Sursurunga_1342,Sursurunga,surs1246,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/surs1246,189
abvdoceanic-Malalamai_1343,Malalamai,mala1489,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862/mala1489,172
abvdoceanic-Wab_1346,Wab,wabb1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/astr1247/wabb1237,160
abvdoceanic-Biliau_1347,Biliau,awad1244,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/astr1247/awad1244,178
abvdoceanic-Roinji_1348,Roinji,ronj1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/ronj1237,182
abvdoceanic-BaliVitu_1349,Bali-Vitu,unea1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/meso1253/bali1280/unea1237,159
abvdoceanic-Mindiri_1353,Mindiri,mind1255,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/astr1247/mind1255,183
abvdoceanic-Sio_1355,Sio,sioo1240,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sioo1240,236
abvdoceanic-Malasanga_1356,Malasanga,mala1487,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/kora1297/mala1487,171
abvdoceanic-Mutu_1358,Mutu,mutu1242,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862/tuam1243/mutu1242,187
abvdoceanic-Gitua_1359,Gitua,gitu1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/nger1240/west2862/tuam1243/gitu1237,185
abvdoceanic-Arop_1360,Arop,arop1242,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/scho1242/siau1243/siss1244/sera1271/siss1245/arop1242,165
abvdoceanic-Bebeli_1361,Bebeli,bebe1252,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/bebe1254/bebe1252,210
abvdoceanic-Irarutu_1364,Irarutu,irar1238,western_mp,aust1307/mala1545/tani1260/gese1239/koiw1244/nabi1238/irar1238,193
abvdoceanic-Drubea_1369,Drubea,dumb1241,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/extr1245/dumb1241,195
abvdoceanic-Sori_1374,Sori,sori1242,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2848/sori1242,90
abvdoceanic-Lup_1375,Lup,herm1237,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2848/herm1237,84
abvdoceanic-Ponam_1377,Ponam,pona1250,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460/pona1250,88
abvdoceanic-Andra_1378,Andra,andr1248,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460/andr1248,87
abvdoceanic-Jiriw_1380,Jiriw,nali1245,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460/koro1314/nali1245,87
abvdoceanic-Bujan_1382,Bujan,kele1258,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460/kurt1251/kele1258,97
abvdoceanic-Mokaren_1383,Mokaren,moke1240,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/moko1244/moke1240,92
abvdoceanic-Bipi_1384,Bipi,bipi1237,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2848/bipi1237,91
abvdoceanic-Tulu_1386,Tulu,tulu1259,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2849/tulu1259,91
abvdoceanic-Pak_1387,Pak,pakt1239,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/pakt1239,90
abvdoceanic-Baluan_1389,Baluan,balu1257,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/sout2879/loup1244/balu1257,92
abvdoceanic-Avau_1391,Avau,avau1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/araw1283/east2763/avau1237,162
abvdoceanic-HoteMisimdialect_1392,Hote (Misim dialect),hote1245,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/hote1244/hote1245,175
abvdoceanic-Nyindrou_1393,Nyindrou,nyin1250,oceanic,aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2848/nyin1250,219
abvdoceanic-SissanoAropdialect_1394,Sissano (Arop dialect),siss1243,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/scho1242/siau1243/siss1244/sera1271/siss1245/siss1243,189
abvdoceanic-Akolet_1395,Akolet,akol1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/sout2874/araw1269/araw1283/east2763/akol1237,204
abvdoceanic-NaahaiMbatvanui16285_1396,Na'ahai (Mbatvanui) 162-85,malf1237,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/sout3197/malf1237,168
abvdoceanic-AxambSmallIslandBrisbane16289_1398,Axamb (Small Island-Brisbane) 162-89,axam1237,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/port1295/axam1237,168
abvdoceanic-MandriFarun16291_1401,Mandri (Farun) 162-91,nasv1234,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/nasv1235/nasv1234,162
abvdoceanic-NasvangFarun16293_1404,Nasvang (Farun) 162-93,nasv1234,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/nasv1235/nasv1234,161
abvdoceanic-Navwien16287_1411,Navwien 162-87,navw1234,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/west2871/peri1262/sout3240/navw1234,165
abvdoceanic-UliveoLurtes162107_1412,Uliveo (Lurtes) 162-107,mask1242,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/mask1242,191
abvdoceanic-AvokAvok16299_1421,Avok (Avok) 162-99,avok1244,oceanic,aust1307/mala1545/east2712/ocea1241/nort3195/cent2269/mala1539/east2753/cent2315/sout3239/port1295/avok1244,166
abvdoceanic-Anuki_1423,Anuki,anuk1239,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/anuk1239,160
abvdoceanic-Buhutu_1425,Buhutu,buhu1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/suau1243/suau1245/nucl1852/buhu1237,163
abvdoceanic-Bunama_1426,Bunama,buna1276,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/dobu1240/buna1279/buna1276,197
abvdoceanic-Dawawa_1428,Dawawa,dawa1242,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/kaka1266/dawa1242,183
abvdoceanic-Dobu_1429,Dobu,dobu1241,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/dobu1240/dobu1241,247
abvdoceanic-Gapapaiwa_1431,Gapapaiwa,gapa1238,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/aret1241/arei1235/boan1246/gapa1238,208
abvdoceanic-Ghayavi_1432,Ghayavi,ghay1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/aret1241/arei1235/boan1246/ghay1237,153
abvdoceanic-Hula_1434,Hula,hula1239,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/cent2070/sina1272/hula1245/hula1239,191
abvdoceanic-Iamalele_1435,Iamalele,iama1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/bwai1241/iama1238/iama1237,236
abvdoceanic-Iduna_1436,Iduna,idun1242,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/bwai1241/bwai1245/bwai1244/idun1242,230
abvdoceanic-Koluwawa_1438,Koluwawa,kolu1245,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/bwai1241/kolu1245,221
abvdoceanic-Lala_1439,Lala,lala1268,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/cent2070/west2850/motu1249/meke1246/lala1272/lala1268,189
abvdoceanic-Minaveha_1441,Minaveha,mina1269,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/aret1241/taup1241/mina1269,213
abvdoceanic-Sewa_1454,Sewa,sewa1251,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/dobu1240/sewa1251,190
abvdoceanic-Tubetube_1458,Tubetube,bwan1241,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/suau1243/kura1252/bwan1241,191
abvdoceanic-Wedau_1459,Wedau,weda1241,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nort2848/aret1241/taup1241/nucl1794/weda1242/weda1241,246
abvdoceanic-Auhelawa_1460,'Auhelawa,auhe1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/suau1243/kura1252/auhe1237,187
abvdoceanic-Oyaoya_1461,'Oyaoya,oyao1237,oceanic,aust1307/mala1545/east2712/ocea1241/west2818/papu1253/suau1243/oyao1237,158
abvdoceanic-Paici_1479,Paicî,paic1239,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/cemp1235/paic1239,210
abvdoceanic-NyelayuBelepDialect_1480,Nyelâyu (Belep Dialect),nyal1254,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/extr1244/nyal1256/nyal1254,275
abvdoceanic-Aro_1484,Aro,arho1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/houa1234/arho1237,128
abvdoceanic-Ara_1485,Arʃa,arha1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/houa1234/arha1237,130
abvdoceanic-Kapone_1489,Kapone,nume1242,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/extr1245/nume1242,129
abvdoceanic-Moenebe_1491,Moeneᵐbeŋ,caac1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/extr1244/kumn1236/caac1237,125
abvdoceanic-Neku_1492,Neku,neku1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/neku1237,130
abvdoceanic-Nmi_1495,Nɛmi,nemi1240,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/nmif1235/hyen1234/nemi1240,135
abvdoceanic-Pinje_1497,Pinje,pije1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/nmif1235/pije1237,127
abvdoceanic-Poai_1498,Poai,fwai1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/nmif1235/hyen1234/fwai1237,132
abvdoceanic-Poamei_1499,Poamei,pwaa1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/pwaa1237,139
abvdoceanic-Poapoa_1500,Poapoã,pwap1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/nmip1235/pwap1237,136
abvdoceanic-Sirehe_1501,Sirehë,zire1240,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/zire1240,131
abvdoceanic-Wamoa_1502,Wamoaŋ,waam1236,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/waam1236,134
abvdoceanic-camuki_1503,camuki,cemu1238,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/cemp1235/cemu1238,142
abvdoceanic-Ciri_1504,Ciri,tiri1258,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/tiri1258,145
abvdoceanic-ua_1505,ɲua,yuag1237,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/extr1244/kumn1236/kumn1237/yuag1237,136
abvdoceanic-Moaek_1507,ʰMoaekɛ,vama1243,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/vama1243,134
abvdoceanic-Moavek_1508,ʰMoavekɛ,hmwa1243,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/hmwa1243,135
abvdoceanic-Boewe_1511,ᵐBoewe,orow1242,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/orow1242,132
abvdoceanic-Aragur_1512,‘Aragùrɛ,xara1243,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/sout3313/mids1246/xara1243,129
abvdoceanic-Aek_1513,’Aekɛ,haek1239,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/bwat1242/haek1241/haek1239,134
abvdoceanic-Avek_1514,’Avekɛ,have1241,oceanic,aust1307/mala1545/east2712/ocea1241/sout3173/newc1243/main1286/nort3325/nort3211/vohk1236/vohk1234/bwat1242/have1241,131
abvdoceanic-Tahitian_1636,Tahitian,tahi1242,oceanic,aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/east2449/east2896/sout3383/tahi1244/tahi1242,233
abvdoceanic-Nukumanu_1654,Nukumanu,nuku1258,oceanic,aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/cent2299/taku1258/nuku1258,144
abvdphilippines-5,Bantik,bant1286,western_mp,aust1307/mala1545/sang1348/sang1335/sout3155/bant1286,233
abvdphilippines-12,Gorontalo (Hulondalo),goro1259,western_mp,aust1307/mala1545/grea1284/goro1257/goro1273/goro1259,215
abvdphilippines-13,Hanunóo,hanu1241,western_mp,aust1307/mala1545/grea1284/sout2915/hanu1241,249
abvdphilippines-29,Kaidipang,kaid1239,western_mp,aust1307/mala1545/grea1284/goro1257/goro1273/kaid1239,203
abvdphilippines-31,Kakiduge:n Ilongot,ilon1239,western_mp,aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/ilon1239,206
abvdphilippines-33,Kapampangan,pamp1243,western_mp,aust1307/mala1545/cent2080/pamp1243,230
abvdphilippines-43,Aklanon - Bisayan,akla1241,western_mp,aust1307/mala1545/grea1284/cent2246/bisa1268/west2820/akla1240/akla1241,236
abvdphilippines-47,Bikol (Naga City),cent2087,western_mp,aust1307/mala1545/grea1284/cent2246/biko1240/coas1315/cent2087,222
abvdphilippines-86,Maranao,mara1404,western_mp,aust1307/mala1545/grea1284/dana1253/mara1404,223
abvdphilippines-133,Tboli (Tagabili),tbol1240,western_mp,aust1307/mala1545/bili1253/tbol1241/tbol1240,212
abvdphilippines-137,Tontemboan,tont1239,western_mp,aust1307/mala1545/sang1348/mina1272/nort2886/tont1239,211
abvdphilippines-138,Tsou T63,tsou1248,formosan,aust1307/tsou1250/tsou1248,230
abvdphilippines-144,Western Bukidnon Manobo,west2555,western_mp,aust1307/mala1545/grea1284/mano1276/cent2255/east2778/west2829/west2554/west2555,213
abvdphilippines-153,Cebuano,cebu1242,western_mp,aust1307/mala1545/grea1284/cent2246/bisa1268/cebu1242,257
abvdphilippines-157,Itbayaten,ivat1242,western_mp,aust1307/mala1545/bata1315/yami1257/ivat1242,215
abvdphilippines-177,Paiwan (Kulalao F82),paiw1248,formosan,aust1307/paiw1248,222
abvdphilippines-183,Sangir,sang1336,western_mp,aust1307/mala1545/sang1348/sang1335/nort3174/nort2871/sang1336,216
abvdphilippines-193,Hiligaynon,hili1240,western_mp,aust1307/mala1545/grea1284/cent2246/bisa1268/cent2263/peri1261/capi1240/hili1240,114
abvdphilippines-202,"Bunun F69, Southern",bunu1267,formosan,aust1307/bunu1267,245
abvdphilippines-203,Kanakanabu F69,kana1286,formosan,aust1307/tsou1250/kana1292/kana1286,148
abvdphilippines-240,Bolaang Mongondow,mong1342,western_mp,aust1307/mala1545/grea1284/goro1257/mong1346/mong1342,228
abvdphilippines-241,Thao B96,thao1240,formosan,aust1307/west2572/thao1240,217
abvdphilippines-248,Iraralay,ivat1242,western_mp,aust1307/mala1545/bata1315/yami1257/ivat1242,328
abvdphilippines-249,Itbayat,ivat1242,western_mp,aust1307/mala1545/bata1315/yami1257/ivat1242,389
abvdphilippines-250,Imorod,ivat1242,western_mp,aust1307/mala1545/bata1315/yami1257/ivat1242,328
abvdphilippines-251,Ivasay,ivat1242,western_mp,aust1307/mala1545/bata1315/yami1257/ivat1242,312
abvdphilippines-252,Isamorong,ivat1242,western_mp,aust1307/mala1545/bata1315/yami1257/ivat1242,315
abvdphilippines-254,Yami,yami1254,western_mp,aust1307/mala1545/bata1315/yami1257/yami1254,238
abvdphilippines-255,Atayal - Squliq F69,atay1247,formosan,aust1307/atay1246/atay1247,312
abvdphilippines-256,Atayal - C'uli' F69 (Bandai),atay1247,formosan,aust1307/atay1246/atay1247,199
abvdphilippines-260,Kavalan F69,kava1241,formosan,aust1307/east2493/nort2900/kava1241,455
abvdphilippines-265,Palawan Batak,bata1301,western_mp,aust1307/mala1545/grea1284/pala1357/pala1354/nort3185/abor1241/bata1301,360
abvdphilippines-266,Pazih F69,kulo1237,formosan,aust1307/nort2899/kulo1237,441
abvdphilippines-271,Puyuma (Chihpen F69),puyu1239,formosan,aust1307/puyu1239,317
abvdphilippines-272,Rukai (Budai F69),ruka1240,formosan,aust1307/ruka1240,246
abvdphilippines-273,Saaroa F69,saar1237,formosan,aust1307/tsou1250/kana1292/saar1237,281
abvdphilippines-274,Saisiyat F69,sais1237,formosan,aust1307/nort2899/sais1237,191
abvdphilippines-275,Seediq F69 (Sakura),taro1264,formosan,aust1307/atay1246/taro1264,277
abvdphilippines-277,Tagalog,taga1270,western_mp,aust1307/mala1545/grea1284/cent2246/taga1280/taga1269/taga1270,229
abvdphilippines-279,Ibanag,iban1267,western_mp,aust1307/mala1545/nort3238/caga1241/iban1268/iban1267,213
abvdphilippines-288,Ilokano,ilok1237,western_mp,aust1307/mala1545/nort3238/ilok1237,222
abvdphilippines-289,Babuyan,babu1242,western_mp,aust1307/mala1545/bata1315/ibat1238/babu1242,317
abvdphilippines-291,Koronadal Blaan,koro1310,western_mp,aust1307/mala1545/bili1253/tbol1241/blaa1241/koro1310,173
abvdphilippines-293,Sarangani Blaan,sara1326,western_mp,aust1307/mala1545/bili1253/tbol1241/blaa1241/sara1326,163
abvdphilippines-335,Yami,yami1254,western_mp,aust1307/mala1545/bata1315/yami1257/yami1254,188
abvdphilippines-350,Amis (Central),amis1246,formosan,aust1307/east2493/cent2103/amis1246,338
abvdphilippines-369,Basay TsYM91,basa1287,formosan,aust1307/east2493/nort2900/basa1287,170
abvdphilippines-389,Tagalog,taga1270,western_mp,aust1307/mala1545/grea1284/cent2246/taga1280/taga1269/taga1270,225
abvdphilippines-405,Pangasinan,pang1290,western_mp,aust1307/mala1545/nort3238/meso1254/sout3211/sout2907/west2550/pang1290,299
abvdphilippines-408,Tagalog (Anthony dela Paz),taga1270,western_mp,aust1307/mala1545/grea1284/cent2246/taga1280/taga1269/taga1270,234
abvdphilippines-409,Agta,cent2084,western_mp,aust1307/mala1545/nort3238/caga1241/iban1268/gadd1245/cent2084,179
abvdphilippines-410,"Atta, Pamplona",pamp1244,western_mp,aust1307/mala1545/nort3238/caga1241/iban1268/atta1244/pamp1244,201
abvdphilippines-411,Balangaw,bala1310,western_mp,aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nucl1754/bala1310,182
abvdphilippines-412,"Batak, Palawan",bata1301,western_mp,aust1307/mala1545/grea1284/pala1357/pala1354/nort3185/abor1241/bata1301,182
